Event	ID	Name			Wwise Object Path	Notes
	98439365	Play_Player_FootSteps			\Default Work Unit\Player_Movement_Events\Play_Player_FootSteps	
	199723134	Play_SFX_Player_Interact_Door_Wood_Unlock			\Default Work Unit\Player_Interect_Events\Doors\Play_SFX_Player_Interact_Door_Wood_Unlock	
	253903194	Stop_RadioGlitch			\Default Work Unit\Radio\Stop_RadioGlitch	
	577666544	Play_SFX_Player_Interact_Phone_Screen_Lock			\Default Work Unit\Player_Interect_Events\Phone\Play_SFX_Player_Interact_Phone_Screen_Lock	
	729854429	Play_LighBulb_Drop			\Default Work Unit\LightBulb_Sfx\Play_LighBulb_Drop	
	885077343	Play_KeyPickUp			\Default Work Unit\Player_Interect_Events\Play_KeyPickUp	
	1036060318	Play_SFX_Player_Interact_Phone_SwitchScreen			\Default Work Unit\Player_Interect_Events\Phone\Play_SFX_Player_Interact_Phone_SwitchScreen	
	1657049032	Play_SFX_Player_Interact_Door_Metal_Unlock			\Default Work Unit\Player_Interect_Events\Doors\Play_SFX_Player_Interact_Door_Metal_Unlock	
	1663434169	Play_EnzoGlitch			\Default Work Unit\Play_EnzoGlitch	
	1936894595	Play_SFX_Player_Interact_Door_Wood_Lock			\Default Work Unit\Player_Interect_Events\Doors\Play_SFX_Player_Interact_Door_Wood_Lock	
	1974193772	Play_SFX_Player_Interact_Phone_Light_Off			\Default Work Unit\Player_Interect_Events\Phone\Play_SFX_Player_Interact_Phone_Light_Off	
	2178443270	Play_SFX_Player_Interact_Phone_Light_On			\Default Work Unit\Player_Interect_Events\Phone\Play_SFX_Player_Interact_Phone_Light_On	
	2563701107	Play_mannequinFootSteps			\Default Work Unit\Play_mannequinFootSteps	
	2695146928	Play_RadioGlitch			\Default Work Unit\Radio\Play_RadioGlitch	
	2838936948	Play_Rain			\Default Work Unit\Enciroment_Music\Play_Rain	
	2920634929	Play_SFX_Player_Interact_Phone_Light_Fail			\Default Work Unit\Player_Interect_Events\Phone\Play_SFX_Player_Interact_Phone_Light_Fail	
	2992258660	Play_ScoobyLaugh			\Default Work Unit\Play_ScoobyLaugh	
	3012732428	Play_LighBulb_Hum			\Default Work Unit\LightBulb_Sfx\Play_LighBulb_Hum	
	3051613610	Play_DefaultEnviroment			\Default Work Unit\Enciroment_Music\Play_DefaultEnviroment	
	3136413185	Play_SFX_Player_Interact_Door_Metal_Lock			\Default Work Unit\Player_Interect_Events\Doors\Play_SFX_Player_Interact_Door_Metal_Lock	
	3206237490	Stop_Rain			\Default Work Unit\Enciroment_Music\Stop_Rain	
	3319673256	Stop_Heartbeat			\Default Work Unit\Enciroment_Music\Stop_Heartbeat	
	3588694021	Play_SFX_Player_Interact_Phone_Screen_Unlock			\Default Work Unit\Player_Interect_Events\Phone\Play_SFX_Player_Interact_Phone_Screen_Unlock	
	3765695918	Play_Heartbeat			\Default Work Unit\Enciroment_Music\Play_Heartbeat	
	3834016641	Play_SFX_Player_Interact_Phone_Screen_Fail			\Default Work Unit\Player_Interect_Events\Phone\Play_SFX_Player_Interact_Phone_Screen_Fail	
	3931005282	Stop_LighBulb_Hum			\Default Work Unit\LightBulb_Sfx\Stop_LighBulb_Hum	

Switch Group	ID	Name			Wwise Object Path	Notes
	3262912638	Player_Footsteps_Material			\Default Work Unit\Player_Footsteps_Material	

Switch	ID	Name	Switch Group			Notes
	841620460	Concrete	Player_Footsteps_Material			
	2473969246	Metal	Player_Footsteps_Material			
	2654748154	Water	Player_Footsteps_Material			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	17706389	SFX_Player_Footsteps_Concrete_Walk-004	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Concrete_Walk_DEMO-004_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Concrete\SFX_Player_Footsteps_Concrete_Walk-004		110608
	35266308	SFX_Player_Footsteps_Concrete_Walk-009	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Concrete_Walk_DEMO-009_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Concrete\SFX_Player_Footsteps_Concrete_Walk-009		110260
	85581193	SFX_Player_Footsteps_Concrete_Walk-003	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Concrete_Walk_DEMO-003_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Concrete\SFX_Player_Footsteps_Concrete_Walk-003		100308
	148017773	SFX_Player_Footsteps_Metal_Walk-010	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Metal_Walk_DEMO-010_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Metal\SFX_Player_Footsteps_Metal_Walk-010		71556
	150918952	slow-motion-crack-nuts-71416	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\slow-motion-crack-nuts-71416_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enviroment_SFX\slow-motion-crack-nuts-71416		1822560
	181072394	SFX_Player_Interact_Door_Metal_Lock	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Interact_Door_Metal_Lock_DEMO_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Interact\Doors\SFX_Player_Interact_Door_Metal_Lock		365644
	228849478	SFX_Player_Footsteps_Concrete_Walk-008	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Concrete_Walk_DEMO-008_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Concrete\SFX_Player_Footsteps_Concrete_Walk-008		108520
	276111761	mixkit-creepy-radio-frequency-2558	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\mixkit-creepy-radio-frequency-2558_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\Enviroment_Music\RadioGlitch\RadioGlitch_Sound\mixkit-creepy-radio-frequency-2558		645716
	281638350	SFX_Player_Interact_Phone_Screen_Lock	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Interact_Phone_Screen_Lock_DEMO_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Interact\Phone\SFX_Player_Interact_Phone_Screen_Lock		666348
	284394758	SFX_Player_Footsteps_Water_Walk-006	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Water_Walk_DEMO-016_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Water\SFX_Player_Footsteps_Water_Walk-006		91536
	298861187	SFX_Player_Interact_Phone_Light_On	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Interact_Phone_Light_On_DEMO_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Interact\Phone\SFX_Player_Interact_Phone_Light_On		666348
	313172559	SFX_Player_Footsteps_Metal_Walk-002	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Metal_Walk_DEMO-002_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Metal\SFX_Player_Footsteps_Metal_Walk-002		115640
	315214646	SFX_Player_Footsteps_Metal_Walk-001	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Metal_Walk_DEMO-001_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Metal\SFX_Player_Footsteps_Metal_Walk-001		96096
	337633743	SFX_Player_Footsteps_Metal_Walk-003	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Metal_Walk_DEMO-003_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Metal\SFX_Player_Footsteps_Metal_Walk-003		100308
	337833479	mixkit-cinematic-horror-heartbeat-transition-489	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\mixkit-cinematic-horror-heartbeat-transition-489_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\Enviroment_Music\Heartbeat\Heartbeat\mixkit-cinematic-horror-heartbeat-transition-489		8994620
	344401073	SFX_Player_Footsteps_Metal_Walk-009	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Metal_Walk_DEMO-009_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Metal\SFX_Player_Footsteps_Metal_Walk-009		110260
	348244579	horror-ambience-sound-7-vol-001-147601	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\horror-ambience-sound-7-vol-001-147601_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\Enviroment_Music\Musica\GeneralEnviroment\horror-ambience-sound-7-vol-001-147601		6640224
	357532581	SFX_Player_Footsteps_Metal_Walk-004	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Metal_Walk_DEMO-004_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Metal\SFX_Player_Footsteps_Metal_Walk-004		110608
	366548279	SFX_Player_Footsteps_Water_Walk-007	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Water_Walk_DEMO-017_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Water\SFX_Player_Footsteps_Water_Walk-007		100720
	368422430	SFX_Player_Interact_Phone_SwitchScreen	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Interact_Phone_SwitchScreen_DEMO_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Interact\Phone\SFX_Player_Interact_Phone_SwitchScreen		666348
	435524527	SFX_Player_Interact_Door_Wood_Lock	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Interact_Door_Wood_Lock_DEMO_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Interact\Doors\SFX_Player_Interact_Door_Wood_Lock		365644
	506047927	SFX_Player_Footsteps_Water_Walk-003	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Water_Walk_DEMO-013_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Water\SFX_Player_Footsteps_Water_Walk-003		100308
	509183541	SFX_Player_Interact_Phone_Screen_Unlock	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Interact_Phone_Screen_Unlock_DEMO_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Interact\Phone\SFX_Player_Interact_Phone_Screen_Unlock		666348
	519477548	SFX_Player_Footsteps_Water_Walk-010	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Water_Walk_DEMO-020_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Water\SFX_Player_Footsteps_Water_Walk-010		71556
	539844870	mixkit-light-rain-loop-2393	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\mixkit-light-rain-loop-2393_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\Enviroment_Music\Rain\mixkit-light-rain-loop-2393\mixkit-light-rain-loop-2393		2646160
	547615112	SonidoParaDariusCogidoLaVenganza	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SonidoParaDariusCogidoLaVenganza_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enviroment_SFX\SonidoParaDariusCogidoLaVenganza		4057296
	550848481	SFX_Player_Interact_Door_Metal_Unlock	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Interact_Door_Metal_Unlock_DEMO_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Interact\Doors\SFX_Player_Interact_Door_Metal_Unlock		365644
	557551372	SFX_Player_Footsteps_Concrete_Walk-001	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Concrete_Walk_DEMO-001_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Concrete\SFX_Player_Footsteps_Concrete_Walk-001		96096
	563347142	SFX_Player_Footsteps_Concrete_Walk-002	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Concrete_Walk_DEMO-002_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Concrete\SFX_Player_Footsteps_Concrete_Walk-002		115640
	610006166	light-hum-84720	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\light-hum-84720_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\Enviroment_Music\LighBulb_Hum\light-hum-84720\light-hum-84720		122208
	620116365	SFX_Player_Footsteps_Concrete_Walk-005	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Concrete_Walk_DEMO-005_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Concrete\SFX_Player_Footsteps_Concrete_Walk-005		123512
	627535572	LighBulb_Drop_1	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\fluorescent-bulb-drop_empty-room_02-102477_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enviroment_SFX\LighBulb\LighBulb_Drop\LighBulb_Drop_1		686688
	645205886	SFX_Player_Footsteps_Metal_Walk-008	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Metal_Walk_DEMO-008_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Metal\SFX_Player_Footsteps_Metal_Walk-008		108520
	662077017	SFX_Player_Footsteps_Concrete_Walk-010	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Concrete_Walk_DEMO-010_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Concrete\SFX_Player_Footsteps_Concrete_Walk-010		71556
	664536157	SFX_Player_Interact_Phone_Light_Off	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Interact_Phone_Light_Off_DEMO_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Interact\Phone\SFX_Player_Interact_Phone_Light_Off		666348
	691388806	LighBulb_Drop_5	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\fluorescent-lightbulb-break-37391_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enviroment_SFX\LighBulb\LighBulb_Drop\LighBulb_Drop_5		285792
	697044925	SFX_Player_Interact_Phone_Screen_Fail	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Interact_Phone_Screen_Fail_DEMO_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Interact\Phone\SFX_Player_Interact_Phone_Screen_Fail		666348
	739226946	SFX_Player_Footsteps_Water_Walk-008	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Water_Walk_DEMO-018_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Water\SFX_Player_Footsteps_Water_Walk-008		108520
	748434214	LighBulb_Drop_2	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\fluorescent-bulb-drop_empty-room_03-81350_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enviroment_SFX\LighBulb\LighBulb_Drop\LighBulb_Drop_2		626784
	771714606	SFX_Player_Footsteps_Water_Walk-004	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Water_Walk_DEMO-014_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Water\SFX_Player_Footsteps_Water_Walk-004		110608
	785014167	SFX_Player_Footsteps_Water_Walk-005	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Water_Walk_DEMO-015_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Water\SFX_Player_Footsteps_Water_Walk-005		123512
	800914227	mixkit-rain-and-thunder-storm-2390	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\mixkit-rain-and-thunder-storm-2390_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\Enviroment_Music\Rain\mixkit-light-rain-loop-2393\mixkit-rain-and-thunder-storm-2390		5115760
	862633659	SFX_Player_Footsteps_Metal_Walk-005	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Metal_Walk_DEMO-005_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Metal\SFX_Player_Footsteps_Metal_Walk-005		123512
	863979365	SFX_Player_Interact_Phone_Light_Fail	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Interact_Phone_Light_Fail_DEMO_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Interact\Phone\SFX_Player_Interact_Phone_Light_Fail		666348
	876843248	SFX_Player_Footsteps_Concrete_Walk-006	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Concrete_Walk_DEMO-006_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Concrete\SFX_Player_Footsteps_Concrete_Walk-006		91536
	900225347	SFX_Player_Footsteps_Water_Walk-002	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Water_Walk_DEMO-012_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Water\SFX_Player_Footsteps_Water_Walk-002		115640
	915529305	SFX_Player_Footsteps_Concrete_Walk-007	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Concrete_Walk_DEMO-007_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Concrete\SFX_Player_Footsteps_Concrete_Walk-007		100720
	919983926	SFX_Player_Interact_Key_PickUp	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Interact_Key_PickUp_DEMO_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Interact\Items\SFX_Player_Interact_Key_PickUp		365644
	931942173	SFX_Player_Interact_Door_Wood_Unlock	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Interact_Door_Wood_Unlock_DEMO_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Interact\Doors\SFX_Player_Interact_Door_Wood_Unlock		365644
	932873400	SFX_Player_Footsteps_Metal_Walk-006	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Metal_Walk_DEMO-006_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Metal\SFX_Player_Footsteps_Metal_Walk-006		91536
	977924793	SFX_Player_Footsteps_Metal_Walk-007	C:\GithubRepo\Doomed-Factory\Doomed-Factory_WwiseProject\.cache\Windows\SFX\SFX_Player_Footsteps_Metal_Walk_DEMO-007_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Footsteps\Metal\SFX_Player_Footsteps_Metal_Walk-007		100720
